42;20;20;400;
3;14;13;11;
3;1;18;11;
3;1;5;11;
3;8;1;11;
3;4;18;11;
3;19;2;11;
3;17;4;11;
3;19;16;11;
3;16;17;11;
3;10;8;14;
3;15;7;11;
3;9;8;11;
3;14;7;11;
3;15;2;11;
3;6;1;11;
3;16;1;11;
3;16;16;11;
3;8;2;11;
3;14;12;11;
3;18;7;11;
3;14;9;11;
3;15;4;11;
3;18;1;11;
3;14;5;11;
3;18;5;11;
3;6;2;11;
3;18;3;11;
3;17;10;11;
3;18;6;11;
3;18;8;11;
3;14;4;11;
3;10;7;11;
3;16;15;11;
3;9;5;11;
3;19;5;11;
3;17;5;11;
3;17;3;11;
3;13;16;11;
3;13;7;11;
3;18;0;11;
3;19;10;11;
3;0;7;11;
3;5;10;14;
3;10;3;11;
3;18;4;11;
3;1;4;14;
3;7;5;11;
3;19;4;11;
3;9;7;11;
3;11;7;14;
3;13;0;11;
3;5;0;11;
3;19;0;11;
3;7;6;11;
3;13;6;11;
3;16;12;11;
3;7;4;11;
3;19;6;11;
3;12;7;11;
3;19;1;11;
3;18;2;11;
3;16;11;11;
3;11;2;11;
3;19;8;11;
3;18;15;11;
3;11;15;14;
3;8;5;11;
3;19;9;11;
3;16;19;11;
3;15;14;11;
3;0;1;11;
3;13;10;11;
3;2;2;11;
3;17;7;11;
3;18;11;11;
3;12;13;11;
3;13;5;11;
3;16;8;11;
3;8;3;11;
3;18;13;11;
3;14;15;11;
3;3;0;11;
3;6;6;11;
3;16;14;11;
3;10;2;11;
3;4;6;11;
3;17;9;11;
3;10;4;11;
3;8;4;11;
3;14;8;11;
3;9;3;11;
3;6;9;11;
3;18;9;11;
3;9;11;11;
3;4;1;11;
3;9;9;14;
3;15;13;11;
3;7;3;11;
3;12;2;11;
3;8;7;14;
3;17;16;11;
3;17;12;11;
3;11;8;11;
3;5;5;11;
3;17;15;11;
3;6;0;11;
3;19;11;11;
3;16;5;11;
3;19;17;11;
3;10;17;11;
3;13;11;11;
3;18;10;11;
3;5;3;11;
3;10;14;11;
3;2;6;11;
3;2;8;17;
3;13;15;11;
3;7;1;11;
3;14;11;11;
3;2;3;11;
3;19;19;11;
3;17;11;11;
3;11;13;14;
3;9;12;11;
3;9;1;11;
3;4;2;11;
3;19;14;11;
3;14;17;11;
3;12;18;11;
3;8;10;14;
3;0;0;11;
3;12;12;11;
3;4;3;11;
3;11;12;11;
3;5;2;11;
3;19;12;11;
3;14;16;11;
3;13;13;11;
3;8;0;11;
3;18;17;11;
3;9;2;11;
3;17;1;11;
3;7;9;11;
3;3;2;11;
3;9;6;11;
3;16;13;11;
3;1;2;11;
3;8;12;11;
3;0;6;14;
3;7;0;11;
3;15;12;11;
3;19;18;11;
3;17;18;11;
3;7;15;11;
3;17;13;11;
3;12;17;11;
3;19;13;11;
3;6;4;11;
3;0;8;14;
3;3;5;11;
3;12;4;11;
3;1;15;11;
3;19;15;11;
3;17;17;11;
3;0;2;11;
3;15;1;11;
3;5;1;11;
3;8;14;11;
3;6;5;11;
3;18;19;11;
3;3;4;11;
3;15;18;11;
3;3;1;11;
3;0;5;11;
3;5;15;11;
3;4;5;11;
3;6;3;11;
3;18;12;11;
3;15;15;11;
3;13;4;11;
3;17;19;11;
3;3;3;11;
3;9;16;11;
3;18;16;11;
3;1;0;11;
3;15;17;11;
3;14;19;11;
3;17;0;11;
3;4;0;11;
3;15;16;11;
3;11;17;11;
3;2;5;11;
3;12;16;11;
3;5;4;11;
3;15;19;11;
3;13;17;11;
3;13;12;11;
3;5;8;11;
3;7;2;11;
3;16;3;11;
3;13;14;11;
3;18;14;11;
3;2;0;11;
3;6;19;11;
3;17;14;11;
3;2;15;11;
3;7;19;11;
3;1;1;11;
3;13;18;11;
3;18;18;11;
3;5;6;11;
3;6;18;11;
3;17;2;11;
3;14;14;11;
3;10;16;11;
3;10;19;11;
3;2;1;11;
3;8;15;11;
3;0;4;11;
3;13;19;11;
3;14;18;11;
3;7;18;11;
3;0;3;11;
3;16;4;11;
3;8;16;11;
3;12;19;11;
3;0;12;14;
3;3;19;11;
3;1;3;11;
3;6;16;11;
3;4;15;11;
3;1;16;11;
3;12;6;11;
3;12;15;11;
3;5;18;11;
3;8;17;11;
3;16;18;11;
3;2;16;11;
3;0;14;11;
3;14;1;11;
3;1;6;11;
3;19;3;11;
3;12;5;11;
3;10;18;11;
3;16;0;11;
3;8;18;11;
3;4;16;11;
3;7;17;11;
3;11;19;11;
3;5;19;11;
3;11;18;11;
3;9;18;11;
3;5;16;11;
3;0;17;11;
3;9;19;11;
3;1;19;11;
3;6;17;11;
3;13;2;11;
3;3;15;11;
3;9;17;11;
3;4;17;11;
3;8;19;11;
3;15;0;11;
3;5;17;11;
3;14;2;11;
3;3;17;11;
3;4;19;11;
3;2;18;11;
3;2;17;11;
3;12;3;11;
3;0;18;11;
3;2;19;11;
3;11;1;11;
3;0;19;11;
3;10;1;11;
3;0;15;11;
3;12;0;11;
3;10;0;11;
3;1;17;11;
3;11;0;11;
3;9;0;11;
3;14;3;11;
3;13;1;11;
3;9;4;11;
3;12;1;11;
3;10;6;14;
3;10;5;11;
3;11;5;11;
3;11;3;11;
3;11;6;11;
3;16;7;11;
3;14;6;11;
3;13;3;11;
3;15;3;11;
3;16;6;11;
3;15;6;11;
3;11;4;11;
3;14;0;11;
3;16;10;11;
3;15;5;11;
3;17;8;11;
3;16;2;11;
3;16;9;11;
3;15;8;11;
3;15;10;11;
3;19;7;11;
3;15;9;11;
3;12;11;11;
3;10;9;14;
3;12;10;11;
3;13;8;11;
3;12;8;11;
3;15;11;11;
3;17;6;11;
3;14;10;11;
3;12;9;11;
3;10;10;11;
3;11;10;11;
3;13;9;11;
3;8;9;11;
3;8;6;11;
3;8;8;14;
3;12;14;11;
3;7;10;11;
3;8;11;11;
3;0;10;17;
3;11;9;11;
3;4;7;11;
3;7;7;14;
3;6;7;11;
3;3;10;17;
3;6;8;11;
3;7;8;11;
3;3;8;11;
3;2;7;11;
3;6;10;11;
3;6;13;11;
3;4;8;11;
3;5;9;14;
3;3;11;14;
3;6;15;11;
3;7;16;11;
3;9;15;14;
3;7;12;11;
3;10;12;11;
3;10;11;14;
3;11;16;11;
3;8;13;11;
3;11;14;14;
3;10;15;14;
3;11;11;11;
3;10;13;14;
